#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-26T09:44:39 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ51f244503a49	
#INFO	-out.max=unlimited	
#INFO	queryParameters=29	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:VIII/15&tab:{VIII/15/pkscat90}&tab:{VIII/15/refs}&key:source=VIII/15&HTTPPRM:&&-ref=VIZ51f244503a49&-file=.&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-c.r=  2&-c.geom=r&-order=I&-out.form=verb&-out=Bname&-out=Alias&-out=RAB1950&-out=DEB1950&-out=Ident&-out=z&-out=S80&-out=S178&-out=S408&-out=S635&-out=S1410&-out=S2700&-out=S5000&-out=Jname&-out=errPos&-out=r_z&-out=Ref&-out=BibCode&-out=Authors&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-out.form=Tab-Separated-Values&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/15/pkscat90,VIII/15/refs
#-order=I
#-out=Bname
#-out=Alias
#-out=RAB1950
#-out=DEB1950
#-out=Ident
#-out=z
#-out=S80
#-out=S178
#-out=S408
#-out=S635
#-out=S1410
#-out=S2700
#-out=S5000
#-out=Jname
#-out=errPos
#-out=r_z
#-out=Ref
#-out=BibCode
#-out=Authors
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_8015
#Name: VIII/15
#Title: Parkes Radio Sources Catalogue (PKSCAT90) (Wright+ 1990)
#Coosys	B1950:	eq_FK4 B1950
#Table	VIII_15_pkscat90:
#Name: VIII/15/pkscat90
#Title: The Catalogue
#Column	_RAJ2000	(A10)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A9)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Bname	(a10)	B1950 source name	[ucd=meta.id;meta.main]
#Column	Alias	(a7)	Alias/other catalogue names	[ucd=meta.id]
#Column	RAB1950	(A10)	Right Ascension B1950.0 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A9)	Declination B1950.0 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	Ident	(A4)	Identification of source (1)	[ucd=src.class]
#Column	z	(F6.3)	? Redshift (reference in r_z)	[ucd=src.redshift]
#Column	S80	(F8.3)	? Flux density at 80 MHz	[ucd=phot.flux.density;em.radio.20-100MHz]
#Column	S178	(F8.3)	? Flux density at 178 MHz	[ucd=phot.flux.density;em.radio.100-200MHz]
#Column	S408	(F8.3)	? Flux density at 408 MHz	[ucd=phot.flux.density;em.radio.200-400MHz]
#Column	S635	(F8.3)	? Flux density at 635 MHz	[ucd=phot.flux.density;em.radio.400-750MHz]
#Column	S1410	(F8.3)	? Flux density at 1410 MHz (21cm)	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	S2700	(F8.3)	? Flux density at 2700 MHz (11cm)	[ucd=phot.flux.density;em.radio.1500-3000MHz]
#Column	S5000	(F8.3)	? Flux density at 5000 MHz (6cm)	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	Jname	(a11)	J2000 Name	[ucd=meta.id]
#Column	errPos	(F5.2)	? positional accuracy in arcsec. (to be read as "better than")	[ucd=stat.error]
#Column	r_z	(a20)	Comma-separated references for z (see file refs.dat)	[ucd=meta.ref]
_RAJ2000	_DEJ2000	Bname	Alias	RAB1950	DEB1950	Ident	z	S80	S178	S408	S635	S1410	S2700	S5000	Jname	errPos	r_z
02 48 51.1	-33 56 17	B0246-341 	       	02 46 47.5	-34 08 43	Xs  	      	        	        	   1.110	        	        	   0.190	        	J0248-3356 	20.00	
02 48 03.8	-34 01 20	B0246-342 	       	02 46 00.2	-34 13 48	Xg  	      	        	        	        	        	        	   0.120	        	J0248-3401 	20.00	
02 49 35.5	-07 59 34	B0247-081 	OD-079 	02 47 08.1	-08 11 58	Xs  	      	   5.000	        	   2.170	        	   0.500	   0.300	   0.150	J0249-0759 	20.00	
02 49 34.3	-20 30 40	B0247-207 	OD-279 	02 47 17.4	-20 43 04	E   	      	        	        	        	        	        	   0.540	   0.300	J0249-2030 	20.00	
02 49 03.7	-35 17 05	B0247-354 	       	02 47 01.7	-35 29 30	Xs  	      	        	        	        	        	        	   0.250	   0.120	J0249-3517 	20.00	
02 46 45.9	-77 04 51	B0247-772 	       	02 47 27.9	-77 17 19	G   	      	        	        	   0.910	        	   0.500	   0.200	        	J0246-7704 	20.00	
02 51 03.0	+06 12 14	B0248+059 	4C05.12	02 48 24.4	+05 59 54	Xs  	      	   6.000	   5.500	   3.460	        	   1.300	   0.500	   0.270	J0251+0612 	20.00	
02 50 57.3	+21 21 10	B0248+211 	4C21.10	02 48 06.0	+21 08 50	Xsa 	      	   4.000	   2.000	        	   1.600	   0.700	   0.460	   0.240	J0250+2121 	20.00	
02 50 35.4	-26 27 41	B0248-266 	       	02 48 24.2	-26 40 02	Q?  	      	        	        	        	        	        	   0.210	   0.280	J0250-2627 	20.00	
02 50 45.3	-41 03 36	B0248-412 	       	02 48 51.0	-41 15 56	Q   	      	        	        	        	        	        	   0.230	   0.220	J0250-4103 	20.00	
02 49 42.0	-54 43 28	B0248-549 	       	02 48 12.0	-54 55 50	Xs  	      	        	        	        	        	        	   0.170	   0.110	J0249-5443 	20.00	
02 49 48.0	-55 56 13	B0248-561 	       	02 48 21.0	-56 08 35	Xs  	      	        	        	   3.320	        	        	   0.620	   0.450	J0249-5556 	20.00	
02 49 32.6	-59 49 07	B0248-600 	       	02 48 16.4	-60 01 29	Xs  	      	        	        	   3.520	        	        	   0.480	   0.270	J0249-5949 	20.00	
02 52 15.9	+08 26 02	B0249+082 	4C08.11	02 49 35.5	+08 13 46	Xs  	      	   4.000	   2.300	   2.760	        	   1.200	   0.500	   0.220	J0252+0826 	20.00	
02 51 47.5	+15 50 24	B0249+156 	4C15.09	02 49 01.0	+15 38 06	Q   	 0.489	  11.000	   3.200	   1.670	        	   0.700	   0.500	   0.470	J0251+1550 	20.00	sbb77
02 51 31.7	-42 36 13	B0249-428 	       	02 49 39.7	-42 48 30	D   	      	        	        	   0.990	        	        	   0.300	   0.200	J0251-4236 	10.00	
02 51 17.5	-54 16 32	B0249-544 	       	02 49 46.9	-54 28 50	X   	      	        	        	   2.470	        	        	   0.450	   0.210	J0251-5416 	20.00	
02 53 34.9	+18 05 42	B0250+178 	       	02 50 46.3	+17 53 30	Q?  	      	        	        	        	        	        	   0.700	   0.520	J0253+1805 	 0.15	
02 52 48.0	-22 19 25	B0250-225 	OD-283 	02 50 33.0	-22 31 39	X   	      	        	        	        	        	        	   0.420	   0.310	J0252-2219 	20.00	
02 52 50.8	-29 58 00	B0250-301 	       	02 50 43.4	-30 10 14	Xs  	      	        	        	   1.310	        	        	   0.180	        	J0252-2958 	20.00	
02 52 53.4	-38 37 21	B0250-388 	       	02 50 56.2	-38 49 34	Xs  	      	        	        	        	        	        	   0.160	        	J0252-3837 	20.00	
02 52 25.9	-50 04 35	B0250-502 	       	02 50 46.7	-50 16 49	Xs  	      	        	        	        	        	        	   0.180	        	J0252-5004 	20.00	
02 51 26.1	-60 00 02	B0250-602 	       	02 50 11.2	-60 12 19	Q   	      	        	        	        	        	        	   0.280	   0.320	J0251-6000 	 2.00	
02 51 20.0	-68 02 28	B0250-682 	       	02 50 39.3	-68 14 44	X   	      	        	        	        	        	        	   0.340	   0.190	J0251-6802 	20.00	
02 53 42.7	+01 00 55	B0251+008 	4C00.10	02 51 08.2	+00 48 43	Xs  	      	  10.000	   4.400	   2.180	        	   0.500	   0.260	   0.160	J0253+0100 	20.00	
02 53 51.7	+19 05 37	B0251+188 	4C19.09	02 51 02.2	+18 53 25	Xs  	      	        	   3.900	   1.500	        	   0.600	   0.400	   0.200	J0253+1905 	20.00	
02 53 58.9	+20 14 52	B0251+200 	4C20.11	02 51 08.4	+20 02 41	Xsa 	      	  13.000	   5.000	        	        	   1.000	   0.500	   0.260	J0253+2014 	20.00	
02 53 19.3	-30 13 00	B0251-304 	       	02 51 12.2	-30 25 12	Xs  	      	        	        	        	        	        	   0.080	        	J0253-3012 	20.00	
02 53 59.7	-32 54 45	B0251-331 	       	02 51 55.7	-33 06 55	Xs  	      	        	        	   1.520	        	        	   0.340	   0.170	J0253-3254 	20.00	
02 51 55.8	-67 18 00	B0251-675 	02-65  	02 51 11.3	-67 30 15	Q   	      	        	        	   4.850	        	   1.200	   0.560	   0.310	J0251-6718 	10.00	
02 52 02.0	-67 33 24	B0251-677 	       	02 51 19.0	-67 45 38	Xs  	      	        	        	   2.600	        	        	   0.370	   0.270	J0252-6733 	20.00	
02 51 42.8	-72 44 38	B0251-729 	       	02 51 36.5	-72 56 52	Xs  	      	        	        	   1.300	        	        	   0.240	        	J0251-7244 	20.00	
02 55 09.8	+02 53 43	B0252+026 	4C02.08	02 52 33.8	+02 41 36	N   	      	  10.000	   3.300	   2.280	   1.200	   0.800	   0.450	   0.250	J0255+0253 	20.00	
02 54 34.5	-22 50 21	B0252-230 	OD-287 	02 52 20.2	-23 02 30	E   	      	        	        	        	        	        	   0.190	   0.130	J0254-2250 	20.00	
02 54 48.3	-30 41 59	B0252-309 	       	02 52 41.9	-30 54 07	Xs  	      	        	        	        	        	        	   0.130	   0.060	J0254-3041 	20.00	
02 53 57.0	-41 41 22	B0252-418 	       	02 52 04.2	-41 53 32	X   	      	   7.000	        	   2.000	        	        	   0.450	   0.270	J0253-4141 	20.00	
02 53 29.1	-54 41 51	B0252-549 	       	02 52 00.2	-54 54 02	Q   	 0.537	        	        	   1.010	        	        	   0.760	   0.800	J0253-5441 	 2.00	jwp78b
02 53 56.5	-54 58 52	B0252-551 	       	02 52 28.4	-55 11 02	Xs  	      	        	        	   1.060	        	        	   0.230	        	J0253-5458 	20.00	
02 52 46.3	-71 04 36	B0252-712 	02-72  	02 52 26.6	-71 16 47	G   	      	        	        	  14.100	        	   5.900	   3.100	   1.540	J0252-7104 	 0.50	
02 56 28.2	+03 33 19	B0253+033 	       	02 53 51.7	+03 21 15	Q   	      	        	        	        	        	        	   0.200	   0.150	J0256+0333 	20.00	
02 56 35.0	+13 34 36	B0253+133 	       	02 53 50.2	+13 22 33	Xsa 	      	        	        	   1.030	        	   0.600	   0.500	   0.430	J0256+1334 	20.00	
02 55 52.5	-02 59 25	B0253-031 	4C-3.10	02 53 21.2	-03 11 30	Q?  	      	  10.000	   4.900	   1.990	   0.800	   0.550	   0.330	   0.170	J0255-0259 	20.00	
02 55 51.4	-20 27 50	B0253-206 	OD-289 	02 53 35.0	-20 39 55	Xs  	      	        	        	   3.190	        	        	   0.510	   0.280	J0255-2027 	20.00	
02 56 12.8	-21 37 31	B0253-218 	MO     	02 53 57.5	-21 49 35	Q?  	 1.470	        	        	   0.940	        	        	   0.300	   0.250	J0256-2137 	10.00	
02 55 39.3	-21 53 51	B0253-220 	MO     	02 53 24.2	-22 05 57	E   	 0.113	        	        	   1.120	        	        	   0.300	   0.160	J0255-2153 	10.00	hms78
02 55 44.1	-25 47 30	B0253-259 	       	02 53 32.7	-25 59 35	Xs  	      	        	        	   1.550	        	        	   0.240	        	J0255-2547 	20.00	
02 55 36.8	-41 02 31	B0253-412 	       	02 53 43.4	-41 14 36	Xs  	      	        	        	        	        	        	   0.130	        	J0255-4102 	20.00	
02 55 00.9	-44 15 28	B0253-444 	       	02 53 12.2	-44 27 35	Xs  	      	        	        	   1.100	        	        	   0.210	        	J0255-4415 	20.00	
02 53 10.9	-75 13 17	B0253-754 	       	02 53 32.3	-75 25 26	Q   	      	        	        	        	        	        	   0.340	   0.280	J0253-7513 	 2.00	
02 57 10.7	+06 38 00	B0254+064 	       	02 54 31.6	+06 25 59	E   	      	        	        	   4.300	        	        	   0.890	   0.530	J0257+0638 	20.00	
02 56 45.4	+09 29 10	B0254+092 	4C09.13	02 54 04.0	+09 17 07	G   	      	   4.000	   4.000	   3.160	        	   1.700	   0.870	   0.550	J0256+0929 	20.00	
02 56 56.6	-16 32 52	B0254-167 	       	02 54 36.7	-16 44 54	Xs  	      	        	        	   1.080	        	   0.400	        	        	J0256-1632 	20.00	
02 56 33.4	-21 58 23	B0254-221 	MO     	02 54 18.4	-22 10 26	Xs  	      	        	        	   0.760	        	        	   0.200	        	J0256-2158 	20.00	
02 56 15.8	-23 24 43	B0254-236 	02-219 	02 54 02.2	-23 36 47	Xs  	      	  30.000	        	   5.870	        	   1.500	   0.650	   0.310	J0256-2324 	20.00	
02 56 14.7	-26 10 48	B0254-263 	       	02 54 03.8	-26 22 52	Xs  	      	        	        	   1.930	        	        	   0.380	   0.180	J0256-2610 	20.00	
02 56 42.4	-33 15 10	B0254-334 	       	02 54 39.2	-33 27 12	Q   	 1.910	        	        	        	        	        	   0.370	   0.420	J0256-3315 	10.00	pjw76
02 56 34.8	-33 57 45	B0254-341 	OD-391 	02 54 32.4	-34 09 47	X   	      	        	        	        	        	        	   0.310	   0.220	J0256-3357 	20.00	
02 56 00.9	-48 15 31	B0254-484 	       	02 54 19.2	-48 27 35	Xs  	      	        	        	   2.180	        	        	   0.310	   0.160	J0256-4815 	20.00	
02 55 51.9	-48 58 41	B0254-491 	       	02 54 11.5	-49 10 45	Xs  	      	        	        	   3.050	        	        	   0.360	   0.160	J0255-4858 	20.00	
02 56 20.3	-49 57 04	B0254-501 	       	02 54 41.9	-50 09 07	Xs  	      	        	        	   0.940	        	        	   0.200	        	J0256-4957 	20.00	
02 55 13.4	-66 57 01	B0254-671 	       	02 54 28.7	-67 09 06	Q   	      	        	        	   2.800	        	        	   0.530	   0.260	J0255-6657 	20.00	
02 57 43.6	+06 02 44	B0255+058 	3C75   	02 55 05.0	+05 50 44	DB  	 0.024	  44.000	  25.000	  16.200	        	   6.000	   3.500	   1.950	J0257+0602 	20.00	
02 58 32.0	+13 34 19	B0255+133 	       	02 55 47.1	+13 22 22	E   	      	        	        	        	        	   0.500	   0.250	   0.140	J0258+1334 	10.00	
02 57 38.6	-26 00 07	B0255-262 	       	02 55 27.7	-26 12 06	Xs  	      	        	        	   1.330	        	        	   0.200	        	J0257-2600 	20.00	
02 57 38.0	-38 17 37	B0255-384 	       	02 55 41.1	-38 29 36	Xs  	      	        	        	        	        	        	   0.110	        	J0257-3817 	20.00	
02 57 11.5	-43 28 49	B0255-436 	       	02 55 22.0	-43 40 49	Xs  	      	        	        	   0.780	        	        	   0.170	        	J0257-4328 	20.00	
02 58 59.8	+00 50 30	B0256+006 	4C00.11	02 56 25.4	+00 38 34	Xs  	      	        	   2.400	   1.010	        	        	   0.140	        	J0258+0050 	20.00	
02 59 27.1	+07 47 39	B0256+075 	OD0947 	02 56 47.0	+07 35 45	Q?  	      	        	        	   1.110	        	        	   0.900	   0.980	J0259+0747 	 0.02	
02 59 28.8	-00 19 58	B0256-005 	       	02 56 55.4	-00 31 52	Q   	 1.998	        	        	        	        	   0.260	   0.270	   0.230	J0259-0019 	20.00	pb72
02 58 51.3	-23 30 01	B0256-236 	OD-294 	02 56 38.0	-23 41 57	Xs  	      	        	        	   2.190	        	        	   0.320	   0.200	J0258-2330 	20.00	
02 58 06.9	-31 46 32	B0256-319 	       	02 56 02.2	-31 58 30	Xs  	      	        	        	        	        	        	   0.140	        	J0258-3146 	20.00	
02 58 14.5	-39 09 47	B0256-393 	       	02 56 18.9	-39 21 44	Xs  	      	        	        	        	        	        	   0.320	   0.360	J0258-3909 	20.00	
02 57 38.8	-61 12 49	B0256-614 	       	02 56 30.3	-61 24 47	Xs  	      	        	        	   0.730	        	        	   0.190	        	J0257-6112 	20.00	
02 57 20.6	-63 12 07	B0256-634 	       	02 56 19.5	-63 24 06	Xs  	      	        	        	   1.150	        	        	   0.150	        	J0257-6312 	20.00	
03 00 01.3	-05 32 00	B0257-057 	4C-5.13	02 57 32.2	-05 43 53	Xs  	      	        	   2.200	   2.900	        	   0.400	   0.230	        	J0300-0532 	20.00	
02 59 55.2	-12 36 36	B0257-128 	OD-196 	02 57 32.0	-12 48 29	N   	      	        	        	   0.980	        	        	   0.300	   0.240	J0259-1236 	20.00	
02 59 36.5	-18 57 44	B0257-191 	       	02 57 19.0	-19 09 38	Xs  	      	        	        	   0.820	        	        	   0.170	        	J0259-1857 	20.00	
02 59 27.1	-39 40 36	B0257-398 	       	02 57 32.4	-39 52 30	N   	      	   7.000	        	   2.570	        	        	   0.610	   0.430	J0259-3940 	20.00	
02 58 38.5	-50 52 02	B0257-510 	       	02 57 02.5	-51 03 58	Q   	      	        	        	   1.040	        	        	   0.450	   0.390	J0258-5052 	 2.00	
03 01 23.7	+01 18 40	B0258+011 	       	02 58 49.0	+01 06 52	Q   	      	        	        	   1.120	        	        	   0.370	   0.320	J0301+0118 	20.00	
03 00 57.1	-01 39 20	B0258-018 	       	02 58 24.8	-01 51 10	G   	      	        	        	        	        	        	   0.160	   0.140	J0300-0139 	20.00	
03 01 06.6	-18 12 17	B0258-184 	       	02 58 48.5	-18 24 06	Q?  	      	        	        	        	        	        	   0.250	   0.310	J0301-1812 	20.00	
03 00 30.2	-30 22 49	B0258-305 	       	02 58 24.2	-30 34 40	Xs  	      	        	        	   1.170	        	        	   0.150	        	J0300-3022 	20.00	
03 00 35.5	-30 59 32	B0258-311 	       	02 58 30.2	-31 11 22	Xs  	      	        	        	        	        	        	   0.120	        	J0300-3059 	20.00	
03 00 36.2	-34 14 08	B0258-344 	       	02 58 34.7	-34 25 58	Q   	      	   7.000	        	   1.680	        	   0.630	   0.350	   0.330	J0300-3414 	10.00	
03 00 22.9	-51 50 55	B0258-520 	       	02 58 49.4	-52 02 45	Xg  	      	        	        	        	        	        	   0.280	   0.160	J0300-5150 	20.00	
02 57 31.8	-78 27 32	B0258-786 	       	02 58 49.7	-78 39 27	Xg  	      	        	        	   1.660	        	        	   0.220	        	J0257-7827 	20.00	
03 01 40.7	+01 55 08	B0259+017 	4C01.06	02 59 05.4	+01 43 20	D   	      	  21.000	   2.400	   3.410	        	   0.500	   0.120	        	J0301+0155 	20.00	
03 01 49.9	+07 25 07	B0259+072 	4C07.10	02 59 10.1	+07 13 20	Xs  	      	        	        	   1.830	        	   0.700	   0.350	   0.280	J0301+0725 	20.00	
03 02 10.6	-07 52 30	B0259-080 	       	02 59 43.5	-08 04 16	Q?  	      	        	        	   0.770	        	        	   0.280	   0.200	J0302-0752 	20.00	
03 01 22.7	-25 04 33	B0259-252 	OD-298 	02 59 11.2	-25 16 21	X   	      	        	        	   1.140	        	        	   0.370	   0.160	J0301-2504 	20.00	
03 01 16.2	-31 26 41	B0259-316 	       	02 59 11.5	-31 38 29	G   	      	        	        	        	        	        	   0.390	   0.420	J0301-3126 	20.00	
03 00 58.2	-57 18 49	B0259-575 	       	02 59 38.5	-57 30 37	Xs  	      	        	        	        	        	        	   0.120	        	J0300-5718 	20.00	
03 00 58.1	-58 52 04	B0259-590 	       	02 59 43.0	-59 03 52	Xs  	      	        	        	   2.060	        	        	   0.280	   0.170	J0300-5852 	20.00	
03 02 57.3	+01 56 56	B0300+017 	4C02.09	03 00 22.0	+01 45 12	Xs  	      	        	        	        	        	        	   0.080	        	J0302+0156 	20.00	
03 02 59.3	+02 15 29	B0300+020 	4C02.09	03 00 23.8	+02 03 46	X   	      	        	        	   1.780	        	        	   0.340	   0.180	J0302+0215 	20.00	
03 03 14.9	+16 26 20	B0300+162 	3C76.1 	03 00 27.2	+16 14 37	E   	 0.032	  20.000	  10.200	   5.810	        	   3.100	   1.900	   1.310	J0303+1626 	10.00	b67
03 03 13.0	-00 14 57	B0300-004 	4C-0.14	03 00 39.5	-00 26 40	Q   	 0.693	   6.000	   4.000	   3.100	   2.200	   0.910	   0.700	   0.430	J0303-0014 	20.00	bs77
03 02 51.8	-18 24 24	B0300-186 	OE-100 	03 00 34.0	-18 36 07	N   	 0.089	        	        	   1.140	        	        	   0.200	   0.170	J0302-1824 	10.00	hms78
03 02 28.4	-34 15 50	B0300-344a	       	03 00 27.2	-34 27 34	Xs  	      	        	        	        	        	        	   0.090	        	J0302-3415a	20.00	
03 02 54.5	-34 15 28	B0300-344b	       	03 00 53.3	-34 27 11	Xg  	      	        	        	        	        	        	   0.210	        	J0302-3415b	20.00	
03 02 29.6	-49 50 19	B0300-500 	       	03 00 52.5	-50 02 03	Q?  	      	        	        	   1.770	        	        	   0.290	   0.160	J0302-4950 	20.00	
03 01 42.5	-56 02 13	B0300-562 	       	03 00 19.5	-56 13 59	X   	      	        	        	        	        	        	   0.200	        	J0301-5602 	20.00	
03 01 23.2	-62 33 13	B0300-627 	       	03 00 21.2	-62 44 59	Xg  	      	        	        	        	        	        	   0.140	        	J0301-6233 	20.00	
03 04 11.6	-11 25 36	B0301-116 	OE-103 	03 01 47.6	-11 37 15	Xs  	      	        	        	   0.920	        	        	   0.190	        	J0304-1125 	20.00	
03 03 57.7	-12 06 31	B0301-123 	OE-102 	03 01 34.3	-12 18 11	E   	      	   5.000	        	   1.570	        	   0.700	   0.440	   0.240	J0303-1206 	20.00	
03 03 26.5	-24 07 11	B0301-243 	OE-202 	03 01 14.2	-24 18 53	QC  	      	        	        	   1.350	        	        	   0.520	   0.390	J0303-2407 	20.00	
03 04 01.1	-31 04 09	B0301-312 	       	03 01 56.3	-31 15 49	Q?  	      	        	        	        	        	        	   0.120	   0.080	J0304-3104 	20.00	
03 03 22.2	-35 33 37	B0301-357 	       	03 01 22.7	-35 45 19	Xs  	      	        	        	   1.070	        	        	   0.170	        	J0303-3533 	20.00	
03 02 35.0	-60 23 02	B0301-605 	       	03 01 25.4	-60 34 45	Xs  	      	        	        	        	        	        	   0.160	        	J0302-6023 	20.00	
03 01 38.4	-71 56 33	B0301-721 	       	03 01 31.4	-72 08 17	Q   	      	        	        	   1.060	        	        	   0.390	   0.400	J0301-7156 	 2.00	
03 01 09.0	-73 40 48	B0301-738 	       	03 01 18.5	-73 52 33	Xs  	      	        	        	   0.780	        	        	   0.190	        	J0301-7340 	20.00	
03 04 57.9	+25 52 38	B0302+256 	4C25.10	03 02 01.0	+25 41 00	Xs  	      	        	   2.900	        	        	   0.400	   0.200	        	J0304+2552 	20.00	
03 05 14.7	-16 08 08	B0302-163 	       	03 02 55.0	-16 19 44	Xs  	      	   7.000	        	   2.710	        	   0.900	   0.600	   0.320	J0305-1608 	20.00	
03 04 34.1	-33 24 12	B0302-335 	       	03 02 32.1	-33 35 50	Xs  	      	        	        	        	        	        	   0.110	        	J0304-3324 	20.00	
03 04 52.8	-35 56 56	B0302-361 	       	03 02 54.0	-36 08 33	X   	      	  12.000	        	   2.900	   2.500	   1.140	   0.660	   0.430	J0304-3556 	20.00	
03 04 29.9	-43 33 07	B0302-437 	       	03 02 41.9	-43 44 45	X   	      	        	        	        	        	        	   0.200	        	J0304-4333 	20.00	
03 04 13.7	-48 48 38	B0302-490 	       	03 02 34.9	-49 00 16	Xs  	      	        	        	   1.120	        	        	   0.080	        	J0304-4848 	20.00	
03 03 31.9	-52 36 12	B0302-527 	       	03 02 00.9	-52 47 52	Xs  	      	        	        	        	        	        	   0.190	        	J0303-5236 	20.00	
03 03 50.5	-62 11 24	B0302-623 	       	03 02 48.0	-62 23 03	Q   	      	        	        	   0.860	        	   1.020	   1.110	   1.470	J0303-6211 	 2.00	
03 06 23.7	+02 16 15	B0303+020 	4C01.07	03 03 48.1	+02 04 42	X   	      	   9.000	   3.200	   2.080	   1.100	   0.530	   0.490	   0.290	J0306+0216 	20.00	
03 06 32.6	+03 30 12	B0303+033 	       	03 03 56.0	+03 18 40	X   	      	        	        	   1.330	        	   0.270	   0.320	   0.190	J0306+0330 	20.00	
03 05 30.4	-12 35 27	B0303-127 	OE-106 	03 03 07.5	-12 47 02	X   	      	        	        	   1.400	        	        	   0.240	   0.180	J0305-1235 	20.00	
03 05 58.9	-23 48 30	B0303-240 	OE-206 	03 03 46.5	-24 00 04	G   	      	        	        	        	        	        	   0.160	        	J0305-2348 	20.00	
03 05 26.0	-32 21 55	B0303-325 	       	03 03 22.9	-32 33 30	Xs  	      	        	        	        	        	        	   0.130	        	J0305-3221 	20.00	
03 05 15.0	-34 16 14	B0303-344 	       	03 03 14.2	-34 27 50	*   	      	        	        	   1.270	        	        	   0.230	        	J0305-3416 	20.00	
03 06 58.3	-12 05 50	B0304-122 	OE-108 	03 04 35.0	-12 17 21	S0  	      	   9.000	        	   5.500	        	   1.500	   0.820	   0.380	J0306-1205 	20.00	
03 04 21.6	-70 07 59	B0304-703 	       	03 04 01.7	-70 19 35	Xs  	      	        	        	        	        	        	   0.150	        	J0304-7007 	20.00	
03 08 26.2	+04 06 39	B0305+039 	3C78   	03 05 49.0	+03 55 13	D   	 0.029	  30.000	  19.200	  13.600	  10.500	   7.800	   5.260	   3.450	J0308+0406 	 0.50	s65b
03 07 39.9	-05 15 17	B0305-054 	OE-009 	03 05 10.7	-05 26 46	Xs  	      	        	        	        	        	        	   0.180	        	J0307-0515 	20.00	
03 07 23.4	-12 58 18	B0305-131 	OE-109 	03 05 00.9	-13 09 47	G   	      	        	        	   1.930	        	        	   0.470	   0.380	J0307-1258 	20.00	
03 07 44.2	-15 27 01	B0305-156 	       	03 05 24.0	-15 38 29	Xs  	      	        	        	        	        	        	   0.210	   0.080	J0307-1527 	20.00	
03 07 57.8	-17 47 49	B0305-179 	       	03 05 39.8	-17 59 16	Xs  	      	        	        	   1.460	        	        	   0.250	   0.160	J0307-1747 	20.00	
03 07 31.7	-22 25 26	B0305-226 	OE-208 	03 05 18.1	-22 36 55	E   	      	  16.000	        	   4.950	        	        	   1.040	   0.620	J0307-2225 	20.00	
03 07 08.6	-30 37 44	B0305-308 	       	03 05 03.7	-30 49 14	Xs  	      	        	        	   0.910	        	        	   0.230	        	J0307-3037 	20.00	
03 07 38.6	-37 55 49	B0305-381 	       	03 05 42.9	-38 07 17	X   	      	        	        	   0.840	        	        	   0.180	        	J0307-3755 	20.00	
03 06 39.2	-64 34 33	B0305-647 	       	03 05 48.0	-64 46 02	Xs  	      	        	        	        	        	        	   0.150	        	J0306-6434 	20.00	
03 09 03.6	+10 29 16	B0306+102 	OE110  	03 06 20.9	+10 17 52	BLC 	      	        	        	        	        	        	   0.550	   0.700	J0309+1029 	 0.05	
03 09 19.4	-10 38 36	B0306-108 	OE-112 	03 06 54.9	-10 49 59	Xs  	      	   6.000	        	   2.370	        	   0.900	   0.620	   0.430	J0309-1038 	20.00	
03 08 04.6	-47 05 45	B0306-472 	       	03 06 23.5	-47 17 11	X   	      	        	        	   1.250	        	        	   0.240	        	J0308-4705 	20.00	
03 07 31.5	-53 41 06	B0306-538 	       	03 06 04.2	-53 52 34	Xs  	      	        	        	   1.490	        	        	   0.260	   0.140	J0307-5341 	20.00	
03 10 12.8	+01 12 51	B0307+010 	4C00.12	03 07 38.1	+01 01 30	Xs  	      	        	   2.400	   1.590	        	        	   0.270	   0.170	J0310+0112 	20.00	
03 10 00.1	+17 05 59	B0307+169 	3C79   	03 07 11.4	+16 54 37	E   	 0.256	  51.000	  24.800	  14.700	        	   4.900	   2.600	   1.410	J0310+1705 	20.00	s65b
03 09 37.6	-29 46 11	B0307-299 	       	03 07 32.0	-29 57 33	Xs  	      	        	        	        	        	        	   0.250	   0.110	J0309-2946 	20.00	
