#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-26T09:49:57 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ51f244583b40	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:VIII/16&tab:{VIII/16/mrcj2000}&key:source=VIII/16&HTTPPRM:&-out.max=20&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/16/mrcj2000
#-order=I
#-out=MRC
#-out=RAB1950
#-out=DEB1950
#-out=RA2000
#-out=DE2000
#-out=S408
#-out=e_S408
#-out=n_S408
#-out=Mflag
#-out=Cflag
#

#RESOURCE=yCat_8016
#Name: VIII/16
#Title: Molonglo Reference Catalogue of Radio Sources (Large+ 1991)
#Coosys	B1950:	eq_FK4 B1950
#Table	VIII_16_mrcj2000:
#Name: VIII/16/mrcj2000
#Title: Catalog Data
#Column	_RAJ2000	(A10)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A9)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	MRC	(a9)	Recommended IAU name of the source based on B1950 equinox.	[ucd=meta.id;meta.main]
#Column	RAB1950	(A10)	Right ascension in B1950 equinox	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A9)	DEC in degrees in B1950 equinox	[ucd=pos.eq.dec;meta.main]
#Column	RA2000	(A10)	Right ascension in J2000 equinox (Converted from B1950 using the STARLINK program COCO)	[ucd=pos.eq.ra]
#Column	DE2000	(A9)	DEC in J2000 equinox	[ucd=pos.eq.dec]
#Column	S408	(F7.2)	Flux density	[ucd=phot.flux.density;em.radio.200-400MHz]
#Column	e_S408	(F5.2)	Standard error	[ucd=stat.error]
#Column	n_S408	(A1)	[*] scattering flag (1)	[ucd=meta.note]
#Column	Mflag	(A3)	[ AECMN] *Morphology flags	[ucd=meta.code]
#Column	Cflag	(A3)	[ CJMPRST] Cross-reference flags.	[ucd=meta.code]
_RAJ2000	_DEJ2000	MRC	RAB1950	DEB1950	RA2000	DE2000	S408	e_S408	n_S408	Mflag	Cflag
04 14 18.3	-44 02 42	0412-441 	04 12 42.5	-44 10 11	04 14 18.4	-44 02 42	   1.16	 0.13	 	C  	J
04 15 09.7	-15 13 54	0412-153 	04 12 52.3	-15 21 21	04 15 09.7	-15 13 54	   1.75	 0.07	 	E  	 P
04 15 08.3	-20 22 16	0412-204 	04 12 56.8	-20 29 43	04 15 08.3	-20 22 16	   2.51	 0.04	 	   	 P
04 15 09.1	-29 29 04	0413-296 	04 13 09.3	-29 36 31	04 15 09.1	-29 29 04	   3.71	 0.13	 	   	 P
04 15 39.4	-11 14 54	0413-113 	04 13 17.6	-11 22 19	04 15 39.4	-11 14 54	   1.64	 0.06	 	   	 P
04 13 20.4	-68 33 12	0413-686 	04 13 19.2	-68 40 42	04 13 20.5	-68 33 12	   0.87	 0.10	 	   	
04 15 09.6	-42 23 50	0413-425 	04 13 30.6	-42 31 16	04 15 09.6	-42 23 50	   2.39	 0.08	 	   	 P
04 15 31.3	-31 30 54	0413-316 	04 13 34.4	-31 38 19	04 15 31.4	-31 30 54	   0.92	 0.10	 	   	 P
04 15 05.4	-49 47 06	0413-499 	04 13 42.6	-49 54 32	04 15 05.4	-49 47 06	   1.32	 0.04	 	   	 P
04 16 04.3	-20 56 29	0413-210 	04 13 53.6	-21 03 52	04 16 04.3	-20 56 29	   7.30	 0.18	 	   	 P
04 17 06.2	+16 07 43	0414+160 	04 14 15.2	+16 00 22	04 17 06.2	+16 07 43	   1.22	 0.07	 	   	
04 16 09.9	-34 02 51	0414-341 	04 14 16.8	-34 10 14	04 16 09.9	-34 02 52	   1.13	 0.05	 	   	 P
04 17 06.7	+12 11 32	0414+120 	04 14 20.1	+12 04 12	04 17 06.7	+12 11 32	   0.74	 0.04	 	   	
04 16 23.1	-27 16 53	0414-274 	04 14 20.4	-27 24 15	04 16 23.1	-27 16 53	   0.81	 0.06	 	   	
04 16 36.2	-18 51 06	0414-189 	04 14 23.0	-18 58 27	04 16 36.2	-18 51 06	   1.00	 0.05	 	   	 P
04 17 13.5	+02 10 31	0414+020 	04 14 37.5	+02 03 11	04 17 13.5	+02 10 31	   0.99	 0.05	 	   	 P
04 16 59.1	-17 48 42	0414-179 	04 14 44.7	-17 56 02	04 16 59.1	-17 48 42	   1.35	 0.06	 	   	 P
04 17 22.9	+04 05 40	0414+039 	04 14 44.9	+03 58 21	04 17 22.9	+04 05 40	   0.70	 0.06	 	   	
04 17 17.1	-05 53 46	0414-060 	04 14 49.6	-06 01 05	04 17 17.1	-05 53 46	   3.48	 0.16	 	   	 P
04 17 32.1	+05 54 23	0414+057 	04 14 52.2	+05 47 04	04 17 32.1	+05 54 22	   0.78	 0.05	 	   	
04 16 12.2	-54 26 55	0415-545 	04 15 02.6	-54 34 16	04 16 12.2	-54 26 55	   1.61	 0.09	 	   	 P
04 17 20.8	-14 37 18	0415-147 	04 15 02.8	-14 44 37	04 17 20.8	-14 37 18	   1.15	 0.07	 	   	 P
04 16 05.9	-58 24 17	0415-585 	04 15 10.0	-58 31 38	04 16 06.0	-58 24 17	   1.15	 0.05	 	   	
04 16 50.2	-42 47 53	0415-429 	04 15 12.2	-42 55 12	04 16 50.2	-42 47 53	   1.09	 0.05	 	   	
04 17 31.1	-16 49 28	0415-169 	04 15 15.6	-16 56 46	04 17 31.1	-16 49 28	   0.79	 0.06	 	   	
04 18 04.0	+13 21 09	0415+132 	04 15 16.1	+13 13 52	04 18 04.1	+13 21 09	   1.15	 0.07	 	   	
04 17 47.4	-03 34 42	0415-036 	04 15 17.5	-03 41 59	04 17 47.4	-03 34 42	   1.19	 0.06	 	   	
04 18 03.8	+08 39 22	0415+085 	04 15 21.0	+08 32 05	04 18 03.8	+08 39 21	   0.74	 0.05	 	   	
04 17 52.2	-02 57 13	0415-030 	04 15 21.6	-03 04 30	04 17 52.2	-02 57 13	   0.85	 0.05	 	   	
04 17 47.8	-11 25 56	0415-115 	04 15 26.3	-11 33 13	04 17 47.8	-11 25 56	   1.15	 0.05	 	   	
04 17 58.5	-06 20 52	0415-064 	04 15 31.5	-06 28 08	04 17 58.5	-06 20 52	   0.87	 0.04	 	   	 P
04 18 06.1	-05 06 00	0415-052 	04 15 37.8	-05 13 16	04 18 06.1	-05 06 00	   0.99	 0.04	 	   	 P
04 17 50.5	-21 23 41	0415-215 	04 15 40.4	-21 30 57	04 17 50.5	-21 23 41	   0.90	 0.04	 	   	
04 17 55.4	-22 00 47	0415-221 	04 15 46.1	-22 08 03	04 17 55.5	-22 00 47	   1.40	 0.04	 	   	 P
04 17 47.1	-28 47 05	0415-289 	04 15 46.5	-28 54 21	04 17 47.1	-28 47 05	   0.80	 0.05	 	   	
04 18 18.1	-06 44 06	0415-068 	04 15 51.5	-06 51 21	04 18 18.1	-06 44 06	   0.98	 0.05	 	   	 P
04 16 47.3	-58 47 26	0415-589 	04 15 53.0	-58 54 44	04 16 47.3	-58 47 26	   1.45	 0.06	 	   	 P
04 16 28.6	-64 55 36	0416-650 	04 16 03.7	-65 02 55	04 16 28.7	-64 55 37	   1.49	 0.06	 	   	 P
04 18 48.4	-02 59 48	0416-031 	04 16 17.9	-03 07 01	04 18 48.4	-02 59 48	   2.69	 0.08	 	E  	 P
04 18 06.4	-44 03 40	0416-441 	04 16 31.1	-44 10 54	04 18 06.5	-44 03 40	   1.24	 0.12	 	   	 P
04 18 25.3	-37 19 35	0416-374 	04 16 37.6	-37 26 49	04 18 25.3	-37 19 36	   0.95	 0.05	 	   	 P
04 14 48.7	-77 32 05	0416-776 	04 16 48.0	-77 39 25	04 14 48.8	-77 32 05	   0.94	 0.07	 	   	 P
04 16 46.8	-69 00 03	0416-691 	04 16 50.3	-69 07 19	04 16 46.8	-69 00 03	   0.79	 0.14	 	   	
04 18 01.4	-58 49 10	0417-589 	04 17 07.5	-58 56 23	04 18 01.4	-58 49 10	   0.96	 0.05	 	   	
04 20 14.2	+10 45 33	0417+106 	04 17 29.0	+10 38 25	04 20 14.2	+10 45 33	   2.07	 0.07	 	   	 P
04 20 22.5	+17 53 53	0417+177 	04 17 29.3	+17 46 45	04 20 22.5	+17 53 53	   4.09	 0.43	 	   	 P
04 20 20.2	+15 17 10	0417+151 	04 17 30.0	+15 10 02	04 20 20.2	+15 17 10	   3.68	 0.12	 	   	 P
04 19 44.2	-18 01 55	0417-181 	04 17 30.2	-18 09 04	04 19 44.2	-18 01 55	   1.35	 0.05	 	   	
04 20 14.3	+07 42 03	0417+075 	04 17 32.5	+07 34 55	04 20 14.4	+07 42 03	   1.01	 0.11	 	   	
04 18 50.7	-54 05 25	0417-542 	04 17 40.5	-54 12 36	04 18 50.7	-54 05 25	   0.84	 0.09	 	   	
04 20 51.0	+14 59 10	0418+148 	04 18 01.1	+14 52 04	04 20 51.0	+14 59 10	   1.49	 0.08	 	   	
04 19 47.1	-39 50 05	0418-399 	04 18 03.9	-39 57 13	04 19 47.1	-39 50 05	   3.10	 0.09	 	   	 P
04 20 57.2	+04 27 37	0418+043 	04 18 18.8	+04 20 32	04 20 57.2	+04 27 37	   0.85	 0.05	 	   	
04 20 51.6	-05 37 19	0418-057 	04 18 23.9	-05 44 24	04 20 51.6	-05 37 19	   3.42	 0.11	 	   	 P
04 20 54.5	-07 51 52	0418-079 	04 18 29.2	-07 58 57	04 20 54.5	-07 51 52	   1.19	 0.08	 	   	 P
04 20 36.4	-28 41 13	0418-288 	04 18 35.9	-28 48 18	04 20 36.5	-28 41 13	   1.16	 0.05	 	   	
04 20 37.5	-41 26 08	0418-415 	04 18 57.3	-41 33 13	04 20 37.5	-41 26 09	   2.71	 0.11	 	   	 P
04 21 34.9	-05 59 33	0419-061 	04 19 07.6	-06 06 35	04 21 34.9	-05 59 33	   0.83	 0.07	 	   	
04 21 59.6	+14 45 31	0419+146 	04 19 10.0	+14 38 30	04 21 59.7	+14 45 31	   0.86	 0.05	 	   	
04 21 35.9	-12 35 58	0419-127 	04 19 15.8	-12 43 00	04 21 35.9	-12 35 58	   1.08	 0.05	 	   	 P
04 22 08.0	+13 39 28	0419+135 	04 19 19.6	+13 32 27	04 22 08.0	+13 39 28	   0.71	 0.04	 	   	
04 22 22.4	+14 07 45	0419+140 	04 19 33.5	+14 00 45	04 22 22.5	+14 07 45	   1.35	 0.06	 	E  	 P
04 22 17.3	+06 27 24	0419+063 	04 19 36.8	+06 20 24	04 22 17.4	+06 27 24	   0.94	 0.04	 	   	
04 20 42.5	-57 56 22	0419-580 	04 19 45.7	-58 03 25	04 20 42.5	-57 56 22	   1.96	 0.09	 	   	 P
04 20 47.8	-57 13 01	0419-573 	04 19 48.4	-57 20 04	04 20 47.9	-57 13 02	   0.84	 0.07	 	   	
04 20 49.0	-59 17 14	0419-594 	04 19 57.5	-59 24 16	04 20 49.0	-59 17 14	   1.04	 0.05	 	   	
04 20 56.3	-62 23 38	0420-625 	04 20 18.8	-62 30 39	04 20 56.3	-62 23 38	  11.54	 0.18	*	   	 P
04 21 14.5	-59 55 35	0420-600 	04 20 25.8	-60 02 35	04 21 14.6	-59 55 35	   0.93	 0.05	 	   	
04 22 35.0	-26 16 51	0420-263 	04 20 31.3	-26 23 49	04 22 35.0	-26 16 52	   2.82	 0.13	 	E  	 P
04 23 29.3	+15 51 51	0420+157 	04 20 38.3	+15 44 56	04 23 29.3	+15 51 51	   0.87	 0.05	*	   	
04 23 16.0	-01 20 34	0420-014 	04 20 43.7	-01 27 30	04 23 16.0	-01 20 34	   1.62	 0.10	 	   	 P
04 23 12.4	-08 31 35	0420-086 	04 20 47.8	-08 38 31	04 23 12.4	-08 31 35	   2.46	 0.09	 	   	 P
04 22 14.8	-47 58 22	0420-480 	04 20 48.6	-48 05 20	04 22 14.8	-47 58 22	   0.91	 0.04	 	   	
04 22 54.5	-33 15 08	0421-333 	04 21 00.7	-33 22 04	04 22 54.5	-33 15 08	   2.58	 0.12	 	   	 P
04 23 51.9	+00 31 09	0421+004 	04 21 17.7	+00 24 16	04 23 51.9	+00 31 09	   3.99	 0.18	 	   	 P
04 24 08.5	+02 04 22	0421+019 	04 21 32.6	+01 57 30	04 24 08.5	+02 04 22	   1.06	 0.06	 	   	 P
04 23 54.2	-22 24 00	0421-225 	04 21 45.6	-22 30 52	04 23 54.2	-22 24 00	   1.72	 0.07	 	   	 P
04 23 46.9	-34 02 36	0421-341 	04 21 54.4	-34 09 28	04 23 46.9	-34 02 36	   3.68	 0.12	 	   	 P
04 25 17.7	+12 32 16	0422+124 	04 22 30.5	+12 25 28	04 25 17.8	+12 32 16	   0.84	 0.04	 	   	
04 25 24.4	+17 55 29	0422+178 	04 22 31.0	+17 48 41	04 25 24.4	+17 55 29	   2.21	 0.12	 	   	 P
04 24 34.1	-38 48 58	0422-389 	04 22 49.5	-38 55 47	04 24 34.1	-38 48 58	   1.21	 0.08	 	   	 P
04 25 37.6	+08 32 52	0422+084 	04 22 54.7	+08 26 05	04 25 37.6	+08 32 51	   2.83	 0.09	 	   	 P
04 25 02.1	-24 51 31	0422-249 	04 22 56.7	-24 58 19	04 25 02.1	-24 51 31	   1.41	 0.05	 	   	 P
04 23 03.3	-68 37 41	0423-687 	04 23 05.8	-68 44 33	04 23 03.4	-68 37 42	   1.11	 0.05	 	E  	JPM
04 25 28.6	-17 00 24	0423-171 	04 23 13.6	-17 07 10	04 25 28.6	-17 00 24	   2.02	 0.10	 	   	 P
04 26 07.3	+16 55 02	0423+168 	04 23 15.0	+16 48 17	04 26 07.3	+16 55 02	   1.09	 0.07	 	   	
04 25 39.8	-11 50 42	0423-119 	04 23 18.9	-11 57 28	04 25 39.8	-11 50 42	   1.30	 0.05	 	   	 P
04 25 44.1	-19 50 26	0423-199 	04 23 32.5	-19 57 11	04 25 44.1	-19 50 26	   0.92	 0.02	 	   	
04 25 53.5	-16 12 41	0423-163 	04 23 37.6	-16 19 26	04 25 53.5	-16 12 41	   1.43	 0.06	 	   	 P
04 26 19.2	+04 50 25	0423+047 	04 23 40.3	+04 43 41	04 26 19.2	+04 50 25	   3.66	 0.14	 	   	 P
04 25 45.5	-35 17 43	0423-354 	04 23 55.1	-35 24 27	04 25 45.5	-35 17 43	   1.03	 0.07	 	   	
04 26 42.1	+02 54 22	0424+027 	04 24 05.3	+02 47 40	04 26 42.1	+02 54 22	   0.99	 0.05	 	   	 P
04 26 32.8	-12 00 13	0424-121 	04 24 12.1	-12 06 55	04 26 32.8	-12 00 13	   2.00	 0.07	 	   	 P
04 25 26.9	-54 55 47	0424-550 	04 24 20.5	-55 02 31	04 25 27.0	-54 55 47	   1.71	 0.09	 	   	 P
04 26 45.1	-11 11 31	0424-113 	04 24 23.5	-11 18 12	04 26 45.1	-11 11 31	   0.85	 0.05	 	   	 P
04 26 41.5	-18 26 11	0424-185 	04 24 28.2	-18 32 52	04 26 41.5	-18 26 11	   0.85	 0.04	 	   	
04 26 40.5	-26 43 49	0424-268 	04 24 37.7	-26 50 30	04 26 40.5	-26 43 49	   3.25	 0.13	 	   	 P
04 27 11.3	-00 25 39	0424-005 	04 24 38.1	-00 32 19	04 27 11.3	-00 25 39	   0.75	 0.06	 	   	 P
04 27 29.0	+14 12 14	0424+140 	04 24 39.8	+14 05 35	04 27 29.0	+14 12 14	   0.92	 0.05	 	   	
04 23 57.7	-72 45 51	0424-728 	04 24 41.6	-72 52 38	04 23 57.8	-72 45 52	   3.36	 0.11	 	EN 	JPM
04 27 25.3	+08 53 43	0424+087 	04 24 42.0	+08 47 04	04 27 25.3	+08 53 43	   2.56	 0.09	 	   	 P
04 27 07.5	-13 03 01	0424-131 	04 24 48.0	-13 09 41	04 27 07.5	-13 03 01	   1.39	 0.05	 	   	 P
04 27 23.6	-11 40 18	0425-117 	04 25 02.6	-11 46 57	04 27 23.6	-11 40 18	   1.04	 0.06	 	   	 P
04 27 57.3	+17 52 38	0425+177 	04 25 03.8	+17 46 00	04 27 57.3	+17 52 37	   3.29	 0.41	 	   	 P
04 27 39.8	-00 35 00	0425-006 	04 25 06.7	-00 41 38	04 27 39.8	-00 35 00	   0.73	 0.06	 	   	
04 27 47.6	+04 57 08	0425+048 	04 25 08.6	+04 50 30	04 27 47.6	+04 57 08	   1.17	 0.06	 	   	 P
04 27 26.6	-18 15 25	0425-183 	04 25 13.2	-18 22 03	04 27 26.7	-18 15 25	   1.00	 0.04	 	   	
04 28 21.4	+15 35 15	0425+154 	04 25 30.6	+15 28 39	04 28 21.4	+15 35 15	   0.91	 0.06	 	   	
04 28 14.6	+09 32 37	0425+094 	04 25 30.6	+09 26 01	04 28 14.6	+09 32 37	   1.23	 0.05	 	   	
04 26 53.5	-52 15 32	0425-523 	04 25 39.1	-52 22 11	04 26 53.5	-52 15 32	   1.51	 0.05	 	   	 P
04 27 31.3	-36 25 25	0425-365 	04 25 42.9	-36 32 02	04 27 31.3	-36 25 25	   1.96	 0.10	 	   	
04 28 29.9	+11 45 50	0425+116 	04 25 43.4	+11 39 15	04 28 29.9	+11 45 50	   0.72	 0.07	 	   	
04 28 38.7	+14 02 07	0425+139 	04 25 49.7	+13 55 32	04 28 38.7	+14 02 07	   1.07	 0.05	 	   	
04 27 20.0	-49 01 04	0425-491 	04 25 57.0	-49 07 41	04 27 20.0	-49 01 04	   2.35	 0.07	 	   	 P
04 27 20.2	-54 22 25	0426-544 	04 26 12.3	-54 29 02	04 27 20.2	-54 22 25	   1.07	 0.13	 	   	
04 28 52.6	-03 14 09	0426-033 	04 26 22.4	-03 20 42	04 28 52.6	-03 14 09	   0.81	 0.06	 	   	
04 29 17.6	+15 51 07	0426+157 	04 26 26.5	+15 44 35	04 29 17.6	+15 51 07	   1.26	 0.05	 	   	 P
04 26 50.6	-67 53 23	0426-679 	04 26 48.4	-68 00 00	04 26 50.7	-67 53 24	   1.32	 0.05	 	   	
04 28 56.6	-25 44 16	0426-258 	04 26 52.6	-25 50 48	04 28 56.6	-25 44 16	   0.84	 0.05	 	   	 P
04 28 39.9	-37 56 17	0426-380 	04 26 54.2	-38 02 50	04 28 39.9	-37 56 17	   0.88	 0.10	 	   	 P
04 29 29.2	-09 32 53	0427-096 	04 27 05.9	-09 39 23	04 29 29.2	-09 32 53	   1.55	 0.05	 	   	 P
04 29 19.9	-28 35 51	0427-287 	04 27 19.8	-28 42 21	04 29 19.9	-28 35 51	   0.81	 0.05	 	   	
04 28 42.6	-53 50 07	0427-539B	04 27 33.2	-53 56 38	04 28 42.6	-53 50 07	   4.21	 0.19	 	EM 	JS
04 29 25.2	-43 28 37	0427-435 	04 27 50.0	-43 35 06	04 29 25.3	-43 28 37	   0.84	 0.05	 	   	 P
04 29 41.8	-36 30 53	0427-366 	04 27 53.8	-36 37 22	04 29 41.9	-36 30 54	   8.41	 1.05	 	   	 P
04 29 07.2	-53 49 15	0427-539A	04 27 57.8	-53 55 45	04 29 07.2	-53 49 15	   7.90	 0.35	 	EM 	JPS
04 30 30.4	-03 40 29	0428-037 	04 28 00.7	-03 46 56	04 30 30.4	-03 40 30	   0.85	 0.07	 	   	 P
04 30 04.7	-27 33 57	0428-276 	04 28 03.2	-27 40 24	04 30 04.7	-27 33 57	   0.79	 0.16	 	   	
04 30 59.6	+17 23 27	0428+172 	04 28 06.6	+17 17 02	04 30 59.6	+17 23 27	   1.00	 0.07	 	   	
04 30 31.5	-13 01 32	0428-131 	04 28 12.1	-13 07 58	04 30 31.5	-13 01 32	   0.75	 0.06	 	   	
04 30 19.2	-26 59 55	0428-271 	04 28 16.9	-27 06 21	04 30 19.2	-26 59 55	   1.72	 0.05	*	   	 P
04 30 17.8	-28 00 45	0428-281 	04 28 16.9	-28 07 12	04 30 17.8	-28 00 46	   2.49	 0.06	 	   	 P
04 31 10.3	+11 20 16	0428+112 	04 28 24.2	+11 13 52	04 31 10.3	+11 20 16	   0.88	 0.05	 	   	
04 30 04.8	-41 53 21	0428-419 	04 28 26.5	-41 59 48	04 30 04.9	-41 53 21	   1.89	 0.13	 	   	 P
04 29 10.0	-61 02 32	0428-611 	04 28 27.8	-61 09 01	04 29 10.0	-61 02 33	   1.20	 0.08	 	   	 P
04 30 00.6	-46 17 52	0428-464 	04 28 31.5	-46 24 19	04 30 00.6	-46 17 52	   1.15	 0.04	 	   	 P
04 31 06.8	+01 12 54	0428+011 	04 28 31.8	+01 06 30	04 31 06.8	+01 12 54	   4.76	 0.15	 	   	 P
04 28 36.0	-67 49 13	0428-679 	04 28 33.7	-67 55 42	04 28 36.0	-67 49 13	   1.17	 0.04	 	   	 P
04 31 03.4	-07 51 58	0428-079 	04 28 38.2	-07 58 22	04 31 03.4	-07 51 58	   1.11	 0.08	 	   	
04 31 05.1	-23 31 51	0428-236 	04 28 58.3	-23 38 15	04 31 05.1	-23 31 52	   1.12	 0.04	 	   	 P
04 30 42.3	-40 19 50	0429-404 	04 29 01.1	-40 26 14	04 30 42.4	-40 19 50	   1.56	 0.07	 	   	 P
04 30 49.2	-49 56 18	0429-500 	04 29 29.0	-50 02 41	04 30 49.2	-49 56 18	   1.05	 0.04	 	   	
04 30 14.7	-61 32 54	0429-616 	04 29 35.1	-61 39 18	04 30 14.7	-61 32 54	   3.28	 0.05	*	E  	JPM
04 32 16.6	+02 40 07	0429+025 	04 29 40.0	+02 33 47	04 32 16.6	+02 40 07	   1.47	 0.08	 	   	 P
04 31 59.0	-17 04 09	0429-171 	04 29 44.3	-17 10 29	04 31 59.0	-17 04 09	   1.95	 0.07	 	   	 P
04 31 59.3	-26 38 12	0429-267 	04 29 56.6	-26 44 32	04 31 59.3	-26 38 12	   1.32	 0.04	 	   	
04 31 54.3	-39 40 41	0430-397 	04 30 12.0	-39 47 00	04 31 54.4	-39 40 41	   1.43	 0.08	 	   	
04 32 17.6	-27 46 27	0430-278 	04 30 16.5	-27 52 45	04 32 17.6	-27 46 27	   0.95	 0.05	 	   	 P
04 30 59.9	-61 11 54	0430-613 	04 30 18.8	-61 18 15	04 30 59.9	-61 11 54	   1.04	 0.07	 	   	
04 31 43.1	-48 53 02	0430-489 	04 30 20.4	-48 59 22	04 31 43.2	-48 53 03	   0.85	 0.04	 	   	 P
04 33 11.1	+05 21 16	0430+052 	04 30 31.6	+05 15 00	04 33 11.1	+05 21 16	   6.08	 0.19	 	   	 P
04 32 39.1	-29 15 02	0430-293 	04 30 40.1	-29 21 19	04 32 39.1	-29 15 02	   0.86	 0.05	 	   	
04 32 52.8	-23 24 33	0430-235 	04 30 45.9	-23 30 49	04 32 52.8	-23 24 33	   0.96	 0.04	 	   	
04 32 51.0	-26 36 34	0430-267 	04 30 48.4	-26 42 50	04 32 51.1	-26 36 34	   0.73	 0.06	 	   	
04 32 23.6	-44 12 41	0430-443 	04 30 50.2	-44 18 58	04 32 23.6	-44 12 41	   1.07	 0.05	 	   	
04 31 31.5	-62 18 46	0430-624 	04 30 55.9	-62 25 05	04 31 31.5	-62 18 46	   1.91	 0.04	 	   	 P
04 32 08.2	-53 12 02	0430-533 	04 30 57.4	-53 18 19	04 32 08.2	-53 12 02	   0.76	 0.06	 	   	
04 33 24.3	-08 29 41	0430-085 	04 30 59.9	-08 35 56	04 33 24.3	-08 29 41	   0.80	 0.04	 	   	
04 32 06.0	-55 11 11	0431-552 	04 31 01.5	-55 17 28	04 32 06.1	-55 11 11	   2.47	 0.09	 	   	 P
04 33 00.2	-29 56 13	0431-300 	04 31 02.2	-30 02 28	04 33 00.2	-29 56 13	   3.63	 0.10	 	   	 P
04 32 20.8	-51 09 27	0431-512 	04 31 04.1	-51 15 44	04 32 20.8	-51 09 27	   1.17	 0.04	 	   	 P
04 33 29.5	-08 57 55	0431-090 	04 31 05.6	-09 04 09	04 33 29.5	-08 57 55	   1.75	 0.07	 	   	 P
04 34 00.9	+16 47 20	0431+166 	04 31 08.5	+16 41 07	04 34 00.9	+16 47 20	   1.07	 0.07	 	   	
04 33 54.9	-02 29 58	0431-026 	04 31 23.9	-02 36 11	04 33 54.9	-02 29 58	   3.02	 0.10	 	   	 P
04 33 51.0	-07 53 24	0431-079 	04 31 25.9	-07 59 37	04 33 51.0	-07 53 24	   1.10	 0.07	 	   	
04 33 35.9	-29 05 53	0431-292 	04 31 36.8	-29 12 06	04 33 36.0	-29 05 53	   1.67	 0.05	 	   	
04 33 07.5	-50 20 08	0431-504 	04 31 48.7	-50 26 22	04 33 07.5	-50 20 08	   0.97	 0.03	 	   	
04 34 10.0	-13 22 59	0431-134 	04 31 51.1	-13 29 10	04 34 10.0	-13 22 59	   1.78	 0.05	 	   	 P
04 33 57.7	-24 55 44	0431-250 	04 31 52.9	-25 01 56	04 33 57.7	-24 55 44	   1.01	 0.05	 	C  	 P
04 34 15.8	-13 10 25	0431-132 	04 31 56.6	-13 16 36	04 34 15.8	-13 10 25	   4.20	 0.11	 	E  	 P
04 33 10.7	-53 43 39	0432-538 	04 32 01.6	-53 49 52	04 33 10.7	-53 43 39	   2.11	 0.11	 	   	 P
04 35 09.8	+07 54 49	0432+078 	04 32 27.5	+07 48 41	04 35 09.8	+07 54 49	   1.11	 0.05	 	   	
04 34 03.3	-43 55 47	0432-440 	04 32 29.5	-44 01 57	04 34 03.3	-43 55 47	   0.75	 0.06	 	   	 P
04 35 12.5	+04 34 09	0432+044 	04 32 33.8	+04 28 01	04 35 12.5	+04 34 09	   3.01	 0.10	 	   	 P
04 35 13.0	+03 34 22	0432+034 	04 32 35.4	+03 28 14	04 35 13.0	+03 34 22	   1.84	 0.09	 	   	 P
04 35 11.3	-16 32 15	0432-166 	04 32 56.1	-16 38 22	04 35 11.3	-16 32 15	   1.32	 0.16	 	   	 P
04 35 47.6	+03 32 32	0433+034 	04 33 10.1	+03 26 27	04 35 47.6	+03 32 32	   1.47	 0.06	 	   	
04 35 45.0	-12 06 01	0433-122 	04 33 24.7	-12 12 06	04 35 45.1	-12 06 01	   0.78	 0.06	 	   	
04 36 05.0	-05 34 43	0433-056 	04 33 37.4	-05 40 47	04 36 05.0	-05 34 43	   0.86	 0.04	 	   	
04 36 23.4	+06 03 44	0433+059 	04 33 43.1	+05 57 41	04 36 23.4	+06 03 44	   0.73	 0.06	 	   	
04 35 49.2	-28 19 52	0433-284 	04 33 49.1	-28 25 56	04 35 49.2	-28 19 52	   0.92	 0.04	 	   	 P
04 36 06.9	-18 44 45	0433-188 	04 33 54.4	-18 50 48	04 36 07.0	-18 44 45	   0.82	 0.07	 	   	 P
04 34 26.3	-63 37 47	0433-637 	04 33 58.3	-63 43 54	04 34 26.3	-63 37 47	   0.97	 0.05	 	   	
04 36 43.7	+10 02 37	0433+099 	04 33 59.0	+09 56 35	04 36 43.7	+10 02 37	   0.88	 0.07	 	   	
04 35 46.0	-39 20 17	0434-394 	04 34 03.4	-39 26 21	04 35 46.0	-39 20 17	   0.86	 0.07	 	   	
04 35 40.0	-49 40 43	0434-497 	04 34 19.8	-49 46 46	04 35 40.0	-49 40 43	   2.29	 0.05	 	   	 P
04 35 54.8	-45 41 16	0434-457 	04 34 25.0	-45 47 19	04 35 54.8	-45 41 16	   1.01	 0.05	 	   	
04 36 36.4	-22 26 23	0434-225 	04 34 28.5	-22 32 24	04 36 36.4	-22 26 23	   2.26	 0.08	 	E  	 P
